"Protein","Total.identified.peptides","Total.quantified.peptides","Annotation","C_0_R_1","C_0_R_2","C_0_R_3","C_1_R_1","C_1_R_2","C_1_R_3","C_2_R_1","C_2_R_2","C_2_R_3","C_3_R_1","C_3_R_2","C_3_R_3","C_4_R_1","C_4_R_2","C_4_R_3","C_5_R_1","C_5_R_2","C_5_R_3"
"O75154",2,2,"RFIP3_HUMAN Rab11 family-interacting protein 3",-0.287709445398395,-0.0334257753624374,-0.292621485605135,-0.107861399262069,-0.0185214153413897,0.0627447479962055,-0.240466784326505,-0.228923884236754,-0.313788152772349,0.294666305490708,0.0047939858880893,0.0100559082752199,0.533309898678593,0.109412363409101,0.0889845786810064,0.0865271100837195,0.18069760603317,0.23973621356325
"Q13009",2,2,"TIAM1_HUMAN T-lymphoma invasion and metastasis-inducing protein 1",0.448824166108968,0.470334858750556,-0.173514122242123,0.260048380553519,0.323147486917376,0.173769729589812,-0.433654127847158,-0.468551456494854,-0.119978228310392,-0.262462591832812,0.0240451802443761,-0.0135759237962796,-0.191489049914281,-0.0311658756090104,0.18921885482312,-0.276800771891609,0.0719192480409389,0.22569233467965
"O96018",2,2,"APBA3_HUMAN Amyloid-beta A4 precursor protein-binding family A member 3",-0.278865002817095,-0.0867270693754757,0.14943273614096,-0.0836669155977493,-0.107009392761625,0.144335481359501,-0.35287783659822,-0.324507037953111,-0.229951738153399,-0.0169790622286722,0.120542461489328,-0.249278629857879,0.0182549544726082,0.175992928933255,0.587975305261823,0.327679971379623,0.495302952366513,0.700248271538831
"Q6NXT4",2,2,"ZNT6_HUMAN Zinc transporter 6",-0.0425672367887556,-0.0326771471184248,0.0165578392791043,0.00564919259463694,0.0290509742016334,0.131434754325604,-0.110395251960306,-0.100143073919862,-0.103560833943303,-0.0673354771564394,-0.130264069537494,-0.0617598850352713,-0.0137792607213784,0.112940294478468,0.0115700551462287,0.14671924168162,0.201134060910786,0.095036199357182
"Q9Y692",2,2,"GMEB1_HUMAN Glucocorticoid modulatory element-binding protein 1",0.0977709839865234,0.155290725820624,0.226693955155885,0.0253278534503523,0.115587479251563,0.0521918606533032,0.219488476715685,0.286709504497526,0.182573859390714,0.199782747201515,0.0744489670190832,0.134182547770217,-0.0530378292075163,-0.255211077953454,-0.165897389103481,-0.0794587185935359,-0.349859909473488,-0.294040354388852
"Q9H4K7",2,2,"MTG2_HUMAN Mitochondrial ribosome-associated GTPase 2",-0.0809097252786488,-0.117630544310811,0.0913997673149775,-0.173404960888463,-0.0872861661501543,-0.0954214295447017,0.276935426230275,0.270956523050274,0.381997231313526,-0.0402649157303084,0.0797560029455339,0.0814176084674086,0.0173581810935748,0.0584460450710351,-0.159564729606217,-0.120265340110153,-0.116990427706586,-0.178918170366531
"Q8TBP6",2,2,"S2540_HUMAN Solute carrier family 25 member 40",0.161747912057446,-0.0119126443751729,0.226744983341006,0.0899916156408371,-0.0176764533156792,0.202362838712271,0.165683639233702,0.3070619442558,0.385154811440609,0.0124006103354413,0.135510008291349,0.117915783658841,-0.0623274557063513,-0.18469972708826,-0.151337079308007,-0.238555174437282,-0.544358603592023,-0.301686941668864
"Q7Z4S6",2,2,"KI21A_HUMAN Kinesin-like protein KIF21A",-0.050026077583524,0.039898592375431,-0.103515893235725,-8.02166640019013e-05,0.0567588803873726,0.370589367826778,-0.129810928895629,-0.00787037659077704,-0.0772898978435117,-0.202909000487306,-0.100189772893002,-0.0885581007455148,-0.0195489316740576,0.0580586156045551,0.0614902038166232,0.0381035754225509,0.344860077510036,0.170729353499143
"Q92521",2,2,"PIGB_HUMAN GPI mannosyltransferase 3",0.010953863924901,-0.117935925146706,NA,0.0787085434942273,0.211079948427556,NA,-0.0552599773232256,0.104828850028653,NA,0.0288710994271029,NA,NA,-0.0442784648168419,NA,NA,-0.219373327690196,NA,NA
"P48029",2,2,"SC6A8_HUMAN Sodium- and chloride-dependent creatine transporter 1",-0.385313174839745,-0.31427671711501,-0.156983629761272,-0.18054000728185,-0.0843914354079774,-0.249760650795737,0.332033771154625,0.411337852962971,0.377931999685801,0.232716043638172,0.134040727997226,0.155196316999403,0.0195945594619335,0.0181170719697503,0.0425111165468221,-0.131792380952689,0.00107341707870325,-0.0356584068420542
"Q7Z7B0",2,2,"FLIP1_HUMAN Filamin-A-interacting protein 1",-1.42827324911055,-1.40896433412696,-0.919495614390272,-1.61294024988906,-1.58461500314489,-0.718627956970709,-1.5967551150453,-1.18938525725393,-0.829914276887061,0.2521865448241,-0.215884352998432,0.0880737035693153,1.3232135078361,1.07787796721032,1.15177372977144,2.19121325300395,1.55268725323913,1.42948256954084
"Q9GZV1",2,2,"ANKR2_HUMAN Ankyrin repeat domain-containing protein 2",NA,NA,-0.574798155979903,NA,NA,-0.630543691514217,NA,NA,-0.290193680534896,NA,-0.171770393778197,-0.175763405486113,NA,0.383735956210847,0.396702051491123,NA,0.536139546299896,0.616507538760019
"O43808",2,2,"PM34_HUMAN Peroxisomal membrane protein PMP34",-0.106237979971126,-0.15923784977774,-0.243668536412174,0.0335928423566809,0.117503729362644,0.195702146228846,0.0730988581249971,0.00683140288495027,-0.12327877675564,-0.0895665587321333,-0.135399349958731,-0.000699030154037902,0.0139092270801101,0.12332171027912,0.0976437130360398,0.0244349957806282,0.1967160026266,0.0629438297949945
"Q9ULT0",2,2,"TTC7A_HUMAN Tetratricopeptide repeat protein 7A",0.171290533951244,0.164788309462852,0.0181953054065006,0.0979207853170125,0.251294090107222,0.264478270992912,-0.0116180247799967,0.138745756442531,-0.0167250264618057,-0.152296741986989,-0.107463729687139,-0.0650712152850808,-0.302683915547249,0.0651558013934932,-0.112356434854427,-0.359846182641154,-0.011359273742539,0.0551620677066418
"Q5UCC4",2,2,"EMC10_HUMAN ER membrane protein complex subunit 10",NA,NA,-0.168554158574054,NA,NA,-0.328294503783346,NA,NA,-0.0302921523986781,NA,-0.118500516830095,-0.0519229731808301,NA,0.132029900594694,0.174592921347508,NA,0.210892216307649,0.270065031985708
"Q9Y2E5",2,2,"MA2B2_HUMAN Epididymis-specific alpha-mannosidase",-0.488105020487212,-0.247758551344485,-0.329658002684509,-0.170318924281775,-0.0131087488123453,-0.0488764544405821,-0.0698476533128715,-0.0592437343567841,-0.0152195044947328,0.0210707009129118,0.156172105220049,0.164840013762015,-0.0034457995824769,0.0260837564509603,0.186594222154435,-0.0539480414272851,0.22301663422941,0.268213186780411
"Q9UHX3",2,2,"AGRE2_HUMAN Adhesion G protein-coupled receptor E2",-0.383282037120756,-0.493570799380655,-0.333305714485101,0.00108371039736227,-0.331067106836448,-0.0160594441601976,-0.296492743455236,-0.370304842350969,-0.205644717379077,-0.0268971926863354,-0.128781519008861,-0.258767911144966,0.130560780898405,0.305481952659156,0.381144043654342,0.609889774662209,0.474920782070941,0.44986582636127
"P69891|P69892",2,2,"HBG1_HUMAN Hemoglobin subunit gamma-1",-0.0262719261832772,0.0079394302072718,0.241585799665946,0.687419079733921,0.494818459482425,0.586867348962036,-0.00269281415707006,0.411771672859877,0.0588056823855744,0.14089887947025,0.123692165688192,-0.357703264260662,-0.809742159772471,0.111872812736138,-0.0468969968763944,-0.906546011315454,-0.142424535931139,-0.485783246901133
"P53778",2,2,"MK12_HUMAN Mitogen-activated protein kinase 12",NA,NA,-0.233462062529711,NA,NA,-0.173609141280935,NA,NA,-0.23653488022816,NA,-0.0651960294133797,-0.0313336771631322,NA,0.129208922259641,0.155214265329387,NA,0.312015061630803,0.233713306864045
"Q5XUX0",2,2,"FBX31_HUMAN F-box only protein 31",0.0723207623859842,0.0811685430957898,-0.0471414014169943,-0.199521388939294,-0.170353688002045,-0.406290710496541,0.209991111889613,0.294823527183966,0.366882811155567,0.0890363736446074,0.249329108654368,0.0402014520414494,0.0171460738672421,-0.0457711781674345,0.21115257375449,-0.290949814963912,-0.200250364630951,-0.184163415261875
"Q9BS16",2,2,"CENPK_HUMAN Centromere protein K",0.0921015209792724,0.210183617966326,0.93608520674422,0.263472337971362,0.305200778621529,0.880976951946359,-0.0791147736180875,0.0266613444826563,0.493526352772101,-0.245544661132704,0.040573978574451,-0.288271614041749,-0.268948547910754,-0.285764403415478,-0.593307571747054,-0.306417007034127,-0.801960338369437,-0.291842796994856
"Q8IUZ5",2,2,"AT2L2_HUMAN 5-phosphohydroxy-L-lysine phospho-lyase",NA,NA,-0.15699824959828,NA,NA,-0.194187626492569,NA,NA,-0.0170514701243144,NA,0.135109523516674,0.0812411836557104,NA,0.132764636520163,0.0775071444434514,NA,0.11016879459419,-0.0785381710464684
"P35499",2,2,"SCN4A_HUMAN Sodium channel protein type 4 subunit alpha",NA,NA,-0.987837508301281,NA,NA,-1.0309429827066,NA,NA,-0.81554966641979,NA,-0.179627172025617,0.0022429744097967,NA,0.628764088321918,0.573739258727585,NA,0.937883343443041,0.961343430019497
"P17097",2,2,"ZNF7_HUMAN Zinc finger protein 7",0.000970287898109802,-0.0859062074026016,-0.0888949373517681,-0.0315857388837785,-0.025026410873882,-0.229260433933835,-0.0854096444570961,0.150765300650851,0.0226155432110901,0.240945692846565,0.101757617025007,0.0804017045796583,0.158230862687689,-0.235649248656549,-0.234041190542047,0.104935831942358,-0.0395571595061877,-0.148006857522297
"Q6AZZ1",2,2,"TRI68_HUMAN E3 ubiquitin-protein ligase TRIM68",0.019250930919722,0.0076328662081587,NA,0.124828478259187,0.182438447123362,NA,-0.0709149052941292,-0.0771063846556334,NA,-0.0606650944325042,NA,NA,-0.0080564965095176,NA,NA,-0.119813231293175,NA,NA
"P16383",2,2,"GCFC2_HUMAN GC-rich sequence DNA-binding factor 2",-0.0174355203626831,0.0274792253218455,NA,-0.0844566850921182,0.0496682310034936,NA,0.00717022012773366,0.0903941384185213,NA,0.0875229978374336,NA,NA,-0.0378859795681382,NA,NA,-0.124862017360617,NA,NA
"Q9H2F5",2,2,"EPC1_HUMAN Enhancer of polycomb homolog 1",0.130237903005257,-0.060272451804678,-0.0319413467928575,0.0889886408401493,0.0520442231777434,-0.166446592802298,0.277870041671642,0.400266958764135,0.231256295725622,0.365302042224495,0.214356671378084,0.0304098592118419,-0.0203098410711962,-0.0959551172993925,-0.164838957388337,-0.0247354798133522,-0.288753428345626,-0.243970331552841
"Q96J42",2,2,"TXD15_HUMAN Thioredoxin domain-containing protein 15",0.103801234398416,0.0708617046984406,-0.411739457341533,-0.116893335812549,0.0663996138072281,-0.169256535496978,-0.384223343555218,-0.16921433174935,-0.36714608690921,0.0611493012779706,-0.0060329450827946,0.0326076481918208,0.136408987344556,0.326887926669226,0.15487469608876,0.142924894295355,0.280256087195132,0.42232420339538
"Q6KB66",2,2,"K2C80_HUMAN Keratin, type II cytoskeletal 80",-0.164526615571468,-0.0376297957664632,-0.226634087473623,-0.239680546819518,-0.191607187287571,-0.156218765149918,-0.365808361680825,-0.388100582061197,-0.321571377385504,0.430902877224239,0.245975948544339,0.310381616963806,0.559028316643152,0.433379832584892,0.224703796494857,-0.0612394467095979,-0.0589301579528744,-0.132943064980058
"Q8WXB4",2,2,"ZN606_HUMAN Zinc finger protein 606",NA,NA,0.0791962316840295,NA,NA,0.0809574516545214,NA,NA,0.123536262280929,NA,-0.0230231601654611,0.0091532172142221,NA,-0.180345857567533,-0.0363709648104952,NA,0.121628059970414,-0.0847154747920684
"Q9BXW9",2,2,"FACD2_HUMAN Fanconi anemia group D2 protein",0.489978657693447,0.168043855561097,1.453533838539,-0.390358820982845,0.487950543193769,1.03614366505873,-0.403977491561087,0.0819196125629468,0.0238499021350307,-0.130653179871292,-0.39625051839403,-0.489835994918726,-0.0951203739810284,-0.412228787499317,-0.47139341755752,-0.210188192289536,-0.245508228283224,-0.408294693611396
"Q7Z7G8",2,2,"VP13B_HUMAN Vacuolar protein sorting-associated protein 13B",-0.0575632355420519,-0.0090196485095787,0.00365617885663885,-0.0576898624000691,0.0245769813240124,-0.030695962865354,-0.0546156361052955,0.00994263156957907,0.103888261709854,-0.0217294081381916,0.151014668420947,0.147638235252951,-0.0328439508672764,0.0776120167405779,0.162547629394488,-0.0552149289387525,-0.0809464197308815,0.0588044935555276
"Q3L8U1",2,2,"CHD9_HUMAN Chromodomain-helicase-DNA-binding protein 9",0.359362007908131,0.304927054670724,0.606445069947871,0.277239151812261,0.297686797736164,0.263185625683195,-0.0114979546573296,0.0146408779681846,-0.0583227099348337,-0.0458660725417931,-0.227869317516451,-0.294176545275574,-0.0678646979158133,-0.457147595348123,-0.479134224893363,-0.140358446346031,-0.631556507631304,-0.612756246180911
"Q8WY22",2,2,"BRI3B_HUMAN BRI3-binding protein",-0.0704787438475582,0.0978805139986566,-0.221523011141343,0.0213953658113154,0.0352495873545037,0.113602662164519,0.0325967576469443,0.189755776545391,-0.0369910431467551,-0.0156207705129363,-0.0894615104822963,-0.131573674429918,0.0158655763163924,0.155348927361856,0.0097546907643469,-0.1870580398311,0.0990227154681902,-0.0521468174023184
"P24468",2,2,"COT2_HUMAN COUP transcription factor 2",0.452092231298885,0.408649176947676,0.478937701159594,0.200972859543359,0.214496777915795,0.163136250798543,0.139894899028533,0.0957610448514,0.126779078926248,-0.0973316413621373,-0.324709457708853,-0.363098287007904,-0.212577368067276,-0.479196233561433,-0.511737976793804,-0.204897656469396,-0.502934065563554,-0.496092671503016
"P53365",2,2,"ARFP2_HUMAN Arfaptin-2",-0.0719734814030793,-0.0273568731876135,-0.090446081853177,-0.267070510067933,-0.192840657575427,0.0782374084445976,-0.123969115775278,-0.0113313598493302,-0.138700011987469,0.0823562155275876,0.0422166989701445,0.0431030116746267,0.017449120296822,0.0873789550300826,0.142357547352799,-0.0739206385729699,0.130878069001778,0.128116124301521
"Q14587",2,2,"ZN268_HUMAN Zinc finger protein 268",-0.0558839763663139,-0.198247837317178,0.00405376738055815,-0.00297100049007351,-0.132324735166489,-0.108425177402569,-0.0170737880436213,-0.0366087539272827,0.0075294809522258,0.015291402574733,-0.044371828317099,0.0048315160020675,0.0946203598669793,0.0907007528625632,0.0490821214284673,0.0399205184423658,0.0928381869207272,0.139213156017792
"Q13227",2,2,"GPS2_HUMAN G protein pathway suppressor 2",-0.057742522026412,0.0388170248574062,0.0259330879264337,0.0387553348522088,-0.0154554980605934,0.434043397773126,0.158829916311187,-0.0580546529747503,-0.0286305418840873,0.0017151065947932,-0.225621333786471,-0.0026909587079442,-0.17587714953441,-0.0507359443091416,-0.0041619657121376,-0.281442497134232,0.0202562829212639,0.095648514967652
"P55347",2,2,"PKNX1_HUMAN Homeobox protein PKNOX1",0.105209013658006,0.202922594746387,0.0383068421535855,0.197573877032459,0.195397775066243,0.100486419750877,0.0967728525828481,0.0137062218320393,-0.104145113847945,0.202288353554973,0.15458257969097,0.100941970801352,-0.137076371283755,-0.174763278261781,-0.129850209019949,-0.15535297452882,-0.241770348989979,-0.377619829143483
"Q99676",2,2,"ZN184_HUMAN Zinc finger protein 184",0.636714921209893,0.163599598436098,0.0137585851831643,0.194779933705862,0.0842359718585882,-0.571211646788963,0.350542537137202,0.176368786707423,0.0307812681836868,0.353574552727442,-0.162678295109583,-0.0301530062108874,-0.0736508114234946,-0.0952368994773575,-0.105755124508524,-0.301112450115013,-0.10946531109737,-0.467482234624138
"Q9Y5W7",2,2,"SNX14_HUMAN Sorting nexin-14",-0.207600835713748,-0.0787612117884142,0.0787204065360624,-0.208787377111251,0.0947397697008323,0.23828030727931,0.0376652025295509,0.1297329375418,-0.188900067828711,-0.0743513406628269,0.05468947395243,-0.124773928127101,0.192770423465975,0.094411938554589,-0.0544256638987166,0.147141982204115,0.0786652676402171,-0.156561848320642
"Q9H9S4",2,2,"CB39L_HUMAN Calcium-binding protein 39-like",-0.0856999600171733,0.0760531740505024,-0.190022301052351,-0.0913629792932803,-0.0528414934782678,0.0349923414483774,0.102400986200625,-0.023905648983194,-0.0277809163363999,0.0838439826966282,0.0419643087638364,0.0360024863026119,0.0448938439528063,0.0912185102438565,0.0399394407832265,-0.0557872948031757,0.0221077040913477,0.0415941912240514
"Q13795",2,2,"ARFRP_HUMAN ADP-ribosylation factor-related protein 1",0.197788214216828,0.220503581151367,0.217586453753356,0.113070875057616,0.0938813438893446,0.106994898969083,-0.349309354899675,-0.425425844283525,-0.363433689199574,-0.0279865968748041,-0.138203695647545,-0.0654579211006793,-0.0215520540279539,0.0209420077098703,0.145495767633708,0.142269034580403,0.0856238492751804,0.13482350559103
"Q5SZL2",2,2,"CE85L_HUMAN Centrosomal protein of 85 kDa-like",-0.153629479878536,-0.0632684935247985,-0.0877151179156364,-0.200882305590107,-0.058144244767189,-0.124823379436946,0.0981751217813611,0.154301513434207,0.0926712628980796,0.0636691013220907,0.0992312716697222,0.132445226174622,0.0563153452077913,-0.0175140176241945,0.0970988882150703,-0.056739101566401,0.0403887507858007,0.0160300346090924
"Q8NI08",2,2,"NCOA7_HUMAN Nuclear receptor coactivator 7",-0.204202370795383,-0.2451325787889,NA,-0.224327288596136,-0.09710792275105,NA,-0.137465110416549,-0.0826929153570341,NA,0.0127797728791468,NA,NA,0.202159787599089,NA,NA,0.773583236552288,NA,NA
"P32004",2,2,"L1CAM_HUMAN Neural cell adhesion molecule L1",NA,NA,-0.578558667073577,NA,NA,-0.502529190049509,NA,NA,-0.61387263896958,NA,0.0525413557773597,0.103731753638376,NA,0.330171503440559,0.280941470418275,NA,0.571561173282557,0.446029005004096
"Q8NAP3",2,2,"ZBT38_HUMAN Zinc finger and BTB domain-containing protein 38",0.0685225690447581,0.175068895199862,NA,0.12885319629252,0.0963650891702091,NA,0.17488436723751,0.132786860949345,NA,-0.280083605915387,NA,NA,-0.204971357613724,NA,NA,-0.293831404039621,NA,NA
"Q96K49",2,2,"TM87B_HUMAN Transmembrane protein 87B",0.542237361768326,0.470825215064487,0.426918004658839,0.24635725550831,0.233374957406021,0.405995098962099,0.135940181687774,0.0487209485000602,0.266934864944531,-0.156288151136934,-0.000648827732305898,-0.0787222153772956,-0.268141623568379,-0.363444618987714,-0.297385938126183,-0.332873692647749,-0.269867273224843,-0.461042250776791
"O43379",2,2,"WDR62_HUMAN WD repeat-containing protein 62",0.301225882792893,0.18476054637348,NA,0.4321669281314,0.312928217644119,NA,-0.0396824728633076,-0.155934117088744,NA,-0.414105344153796,NA,NA,-0.404949133026033,NA,NA,-0.218815897484538,NA,NA
