"Protein","Total.identified.peptides","Total.quantified.peptides","Annotation","C_0_R_1","C_0_R_2","C_0_R_3","C_1_R_1","C_1_R_2","C_1_R_3","C_2_R_1","C_2_R_2","C_2_R_3","C_3_R_1","C_3_R_2","C_3_R_3","C_4_R_1","C_4_R_2","C_4_R_3","C_5_R_1","C_5_R_2","C_5_R_3","log.ratios.C2.vs.C1","log.ratios.C3.vs.C1","log.ratios.C4.vs.C1","log.ratios.C5.vs.C1","log.ratios.C6.vs.C1","FDR.PolySTest.C2.vs.C1","FDR.PolySTest.C3.vs.C1","FDR.PolySTest.C4.vs.C1","FDR.PolySTest.C5.vs.C1","FDR.PolySTest.C6.vs.C1","Cluster"
"P51688",3,3,"SPHM_HUMAN N-sulphoglucosamine sulphohydrolase",-0.456116325021001,-0.380903930417443,-0.374337326239669,-0.19006313168799,-0.196551711475767,-0.258477850522215,0.337890390439099,0.40014105553155,0.0873020959712556,0.372866755770689,0.229112918929232,0.10015930201694,0.27805980259623,0.130400345252062,-0.016160272673692,0.114667179753053,0.00110383080292825,-0.0517329159070794,0.188754962664047,0.678897041206673,0.637832186131658,0.534552485617571,0.425131892109005,0.0525598095284506,5.43967917462505e-06,6.09325783747816e-06,1.60870021683418e-05,8.54864262471893e-05,2
"P51795",7,5,"CLCN5_HUMAN H(+)/Cl(-) exchange transporter 5",-0.33713650282851,-0.516464494482683,-0.863641787079366,-0.242746543043618,-0.342793398844678,-0.591399647491041,-0.0208123583466618,-0.119899329728116,-0.242232188220206,0.199726803185236,0.056328895589083,0.0981883085727963,0.440896205038454,0.494327587266372,0.458858805435809,0.489455196058163,0.338346356877008,0.401880878659561,0.180101065003741,0.444766302698525,0.690495597245891,1.0371084607104,0.98230840532843,0.220079847878356,0.00204078665778372,3.00411850750407e-05,1.69204294481768e-07,1.68264328428011e-07,2
"P51805",5,5,"PLXA3_HUMAN Plexin-A3",-0.106081396956446,-0.0669793349134161,-0.0717679112452869,0.0945377594484775,-0.0169834798913441,-0.0140542207835152,-0.201888143542883,-0.193963736840712,-0.243071394383794,-0.162084302306244,-0.143184175949793,-0.180534167705697,0.0653491493518055,0.0992369943235522,0.179427250920636,0.364007992461727,0.356980085696028,0.287782452051643,0.102776233962922,-0.131364877217413,-0.0803246676155283,0.196280679237048,0.417866391108182,0.0372180746484497,0.00484155434725247,0.0315888379810916,6.4729644661164e-05,1.09758939256716e-08,1
"P51809",6,6,"VAMP7_HUMAN Vesicle-associated membrane protein 7",-0.16301556609861,-0.206931221838609,-0.10342167109344,0.11028078790912,0.0338219684823975,0.228021431217431,-0.199382076416303,-0.252821626122412,-0.191943429586285,-0.130394809662024,-0.123386731137272,-0.0248396376475175,0.238973651510656,0.153061518810083,0.164472231375917,0.229943602378172,0.162660912604656,0.163113523824979,0.281830882213203,-0.0569262243647803,0.0649157601946152,0.343291953575772,0.343028832612822,0.000320931941370751,0.0759693564226142,0.154170291485672,3.07954412088976e-06,1.79107966217301e-06,1
"P51812",20,20,"KS6A3_HUMAN Ribosomal protein S6 kinase alpha-3",-0.388770222436554,-0.389602610745321,-0.335260567421522,-0.168909342675753,-0.185539714939588,-0.106796184297998,-0.0208103360797483,-0.0844805566225983,-0.0358720264146275,0.11304296936688,0.127235529235587,0.159801790364999,0.206797002219284,0.219445268776867,0.223561713369958,0.271575264181133,0.232611448973494,0.25535335892602,0.217462719563353,0.324156827162141,0.504571229856954,0.587812461656502,0.624391157561348,6.02684338691716e-05,1.04311297241614e-07,3.99087321302865e-10,2.4851266798229e-11,5.83903911890047e-12,2
"P51828",2,2,"ADCY7_HUMAN Adenylate cyclase type 7",-0.0140775069053593,0.203538855642006,NA,0.33674343636678,0.307868469726543,NA,0.199936996576185,0.119295255131616,NA,-0.358560399691244,NA,NA,-0.358648358322081,NA,NA,-0.438502138198973,NA,NA,0.227575278678338,0.0648854514855772,-0.453291074059567,-0.453379032690404,-0.533232812567296,0.069836582313406,0.43656462426165,0.00329811571402064,0.00165924024525827,0.000508772046473051,3
"P51948",7,6,"MAT1_HUMAN CDK-activating kinase assembly factor MAT1",0.109504436711713,0.107950568776657,0.0409920729491859,-0.0169374988281028,0.030299056707785,0.0326824816510924,0.108660378703915,0.099131293725973,0.0776899783125725,0.0807590014103254,0.126709902184795,0.139944206580602,-0.0230852538581969,-0.0798443632715455,-0.0738597582628507,-0.208598374462917,-0.199767196853776,-0.215445754539639,-0.0708010129689271,0.00901152410163486,0.0296553439127221,-0.145078817943383,-0.294086134764629,0.0584096017022809,0.294204465747019,0.140655014809277,8.72452181588019e-05,2.82576790553086e-08,4
"P51965",3,3,"UB2E1_HUMAN Ubiquitin-conjugating enzyme E2 E1",-0.0895128761284453,-0.256875085157607,-0.121540208001,-0.0174377427433038,-0.106739025975165,-0.0550220288994347,-0.0133632441071355,0.0174464497070854,0.0208118623298356,0.210034589888112,0.15878419712718,0.158316745185361,-0.0294895244516203,0.0974046554531112,0.0353194796677664,0.0387605835182287,-0.0227383837653973,0.0634499321464566,0.0962431238897163,0.164274412405613,0.331687900495902,0.19038759331877,0.182466767062113,0.0980615829222823,0.00361085738600436,4.67633925504357e-06,0.00039484272795428,0.000351942622069603,2
"P51970",6,6,"NDUA8_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8",-0.152825829305286,-0.282914200388363,-0.231696946127697,-0.207448197030455,-0.229481336947049,-0.278020359974072,-0.0359869090821962,0.097323518254936,0.0676716377903456,0.306258468793823,0.206031322258883,0.197361577845,0.0315571582478173,0.0093531155850848,0.210507692772073,0.0868592023103593,0.269698655503881,0.200714971337746,-0.0158376393767433,0.265481740928144,0.459029448239684,0.306284980808774,0.408236601657777,0.133418819985984,0.00100049519446402,3.72564924103595e-06,9.05495740608573e-05,3.22974630358723e-06,2
"P51991",16,13,"ROA3_HUMAN Heterogeneous nuclear ribonucleoprotein A3",0.265461227803932,0.216195889440524,0.471115248539173,-0.254440963748793,-0.19938532409034,-0.595326517903849,0.229193078054865,0.401693523418886,0.714979784514566,0.403794386604657,0.576026371302039,0.205852448212256,-0.194636646698343,-0.384262633205968,-0.158896695944537,-0.370214135475291,-0.693016122300485,-0.563819320281443,-0.66730839050887,0.131031340068229,0.0776336134451077,-0.563522780544159,-0.859940647946949,0.00135926791442112,0.267039160935709,0.28014977508607,0.000573706778616347,7.69800841247293e-06,4
"P52179",7,6,"MYOM1_HUMAN Myomesin-1",-0.525991510503043,-0.734850783240815,-0.814583730359998,-0.727155163929046,-0.532206132978182,-0.728160950741613,-0.779914724529258,-0.526186152262236,-0.808399236276054,-0.148225359741461,-0.595489844371908,-0.46205155997525,0.447249244094522,0.615225495726795,0.626661598611325,1.59531196977077,1.3215791958437,1.19697570892429,0.0293012588183383,-0.0130246963212306,0.289886420005079,1.2548541208455,2.06309763288087,0.133418819985984,0.0979324996366993,0.0316116272138167,7.54135705691201e-08,1.23495364451698e-10,1
"P52209",21,13,"6PGD_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating",-0.367290745183009,-0.262077833579771,-0.391261371988699,-0.0363538108748747,0.0093728317734769,0.0648699659587104,-0.00901623132159764,-0.0934971584904797,-0.171493966532048,-0.0516256802306454,-0.183783294298936,-0.0266093731953219,0.205366063338552,0.177508565116458,0.205442295245371,0.298211669629398,0.35317664256535,0.362615340207596,0.352839645869597,0.248874198135785,0.252870534342192,0.536315624817287,0.678211201051274,8.76514357234912e-05,0.000357552144672042,0.000199650698919633,3.37598218714603e-08,1.15068150773465e-09,1
"P52272",50,48,"HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M",-0.0410524299101885,-0.0362929508029656,-0.022581430190626,-0.135687762821309,-0.104835034277338,-0.140155717331117,0.241360906184081,0.26375017083636,0.298997050547565,0.160259476865843,0.194401703617753,0.134097287433387,-0.0144620622244288,-0.0520275252882058,-0.0723358886040747,-0.165029938407878,-0.224310177111577,-0.194744322299255,-0.0935839011753279,0.301344979490595,0.196228426273588,-0.0129662217376431,-0.16138587563831,0.0125591022000274,1.32208765392939e-07,7.21602593029746e-06,0.0302514714621816,1.35865623958057e-05,4
"P52298",7,7,"NCBP2_HUMAN Nuclear cap-binding protein subunit 2",0.420782625342784,0.282262541042686,0.411480575185143,-0.022625696897267,-0.0856374321107442,-0.303991823117007,0.0847843675552913,0.130540643349987,0.369313569415487,0.21062980958401,0.352353523323061,0.0552377123044738,-0.136868638102319,-0.183992975871665,-0.267839954557076,-0.33075725173916,-0.500448508628384,-0.397612710285271,-0.508926897898544,-0.176629053749949,-0.165434898786356,-0.567742436700558,-0.781114737407809,0.000471332541522689,0.0838474617506364,0.0750329514938088,1.29088720606386e-05,2.40850988769621e-07,4
"P52306",26,25,"GDS1_HUMAN Rap1 GTPase-GDP dissociation stimulator 1",0.164685731897035,0.152506069763271,0.215698279552107,0.244054360765128,0.22069125837591,0.299327291079497,0.0982555635310141,0.0575931455608879,0.10193177858416,-0.133229117572529,-0.108282590253652,-0.12582271225279,-0.19959431052927,-0.209713345756395,-0.184923180496117,-0.130815579072863,-0.155752106557278,-0.166252060848584,0.0770609430027073,-0.0917031978454503,-0.300074833763795,-0.375706972664732,-0.328569942563713,0.0297968697968698,0.00692539175966508,7.28380021331033e-08,2.20964850903027e-09,5.37183997400128e-09,3
"P52565",10,8,"GDIR1_HUMAN Rho GDP-dissociation inhibitor 1",0.176740614817785,0.130798598448113,0.0148356313627952,0.244789293940084,0.186511792957995,0.122157644672333,0.0830529046486197,0.0385401037729552,-0.0383549689448362,-0.0716124764517164,-0.315439696815143,-0.195649867355409,-0.0229184207483759,-0.149527448108583,-0.168485642346067,0.0728225517199686,-0.0388149226182112,0.0238300767426078,0.0770279623139063,-0.0797122683839848,-0.301692295083654,-0.221102118610573,-0.0881790462614427,0.188964484909546,0.237208750863055,0.000340845227990779,0.00177320809237952,0.0561525917407234,5
"P52569",3,3,"CTR2_HUMAN Cationic amino acid transporter 2",0.623474518180822,0.624070707063483,0.899467556172844,0.538843199161684,0.462787304654155,0.336481343716668,0.553857355063464,0.451317862424715,0.500984908039031,-0.0293036678217112,-0.163360790787278,-0.420038496652655,-0.238772061451407,-0.48573622368819,-0.384200726488528,-0.486118190726532,-0.46064622160639,-0.524369150532899,-0.269633644628214,-0.213617551963313,-0.919905245559598,-1.08524059768176,-1.20604878142766,0.0257540016856145,0.0512484393536553,3.01567593493073e-07,1.91707427465972e-08,2.89899578142707e-09,3
"P52594",12,12,"AGFG1_HUMAN Arf-GAP domain and FG repeat-containing protein 1",-0.139893591489619,-0.100599714379988,-0.145224375543916,-0.0471809561210742,-0.0708950389047569,0.0113068431668574,-0.00833252542694894,-0.00286482698073225,-0.0287368124024714,-0.0986988483270929,-0.171094003757147,-0.0596781899846941,-0.0654944069890977,0.120053268363563,0.117284758832382,0.252685614865889,0.288972863915929,0.246180157975553,0.0929828431848498,0.115261172201123,0.0187488797815297,0.18585376720679,0.391185439390298,0.114354109178734,0.0285625696882501,0.354878357234035,0.00052199583229012,2.05541939914884e-07,1
"P52597",12,12,"HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F",0.261499115368313,0.217508283274366,0.272011721798494,-0.131194842077447,-0.126572355262562,-0.266244764288602,0.307502981366789,0.37878741081517,0.413322459671703,0.266480684686319,0.31999765342156,0.102695920503426,-0.228316354887415,-0.311901775026031,-0.19684855336312,-0.333411448978242,-0.380999875734703,-0.488672229304108,-0.425010360689928,0.11619791047083,-0.0206149539432893,-0.496028601239246,-0.651367558152742,7.59525070013836e-05,0.0389261130269469,0.375266788006609,5.03845426728912e-07,1.23558068728909e-08,4
"P52701",27,26,"MSH6_HUMAN DNA mismatch repair protein Msh6",0.47994318716733,0.469291507570343,0.376856015881108,0.372140008329669,0.392290318882039,0.435390755981761,-0.000484075554171189,0.00180693390607212,-0.0748312863472882,-0.259709100895431,-0.223084460338775,-0.223837961837818,-0.364261658341591,-0.301779051642796,-0.328072517479164,-0.476195832269882,-0.297071557271972,-0.402596299102448,-0.0420898758084374,-0.466533046204723,-0.677574077896935,-0.773401312694111,-0.833984799754361,0.0802309134395896,1.48839393507317e-07,1.21113651214949e-09,9.27816485618501e-11,1.90820818285888e-11,3
"P52732",17,17,"KIF11_HUMAN Kinesin-like protein KIF11",0.969459614534923,0.98386253596833,1.10083049029447,0.64241265321142,0.643953278700958,0.875347555262026,-0.236496468759962,-0.235922151969108,-0.12304177817167,-0.753279092898093,-0.58912097119643,-0.687794453057904,-0.730651111185371,-0.574657015693949,-0.633211400693882,-0.760605014033625,-0.516835159570722,-0.643056477606764,-0.29747971787444,-1.21653767989949,-1.69478238598338,-1.66422405612364,-1.65821643066961,0.00359894061310285,2.16866781180244e-09,2.79579909115169e-11,9.53016009225775e-12,4.33964685877889e-12,5
"P52735",13,11,"VAV2_HUMAN Guanine nucleotide exchange factor VAV2",-0.0888398538435174,-0.155161077754022,-0.121789071674474,0.054650647916313,0.0170136391949657,-0.0915339476169658,-0.0108282639254323,-0.148802519419336,-0.206208930352369,-0.033701736879713,-0.136821677126914,-0.0558113398785232,0.149614891838348,0.0388300613753302,0.0879714759384197,0.271567516621987,0.198513927737027,0.195178110643939,0.115306780922109,-1.65701417079722e-05,0.0464850831289544,0.214068810808037,0.343683186091655,0.0895581607778177,0.557333284119867,0.213167959932587,0.000532442958875433,4.12793058981922e-06,1
"P52739",3,3,"ZN131_HUMAN Zinc finger protein 131",-0.44012317529396,-0.362378524137256,NA,0.0337663641883554,0.0458406986851751,NA,0.0950061241304811,-0.0315167354820582,NA,0.0324792957452059,NA,NA,0.276567918859782,NA,NA,0.347952643629747,NA,NA,0.441054381152373,0.432995544039819,0.433730145460814,0.67781876857539,0.749203493345355,0.00202689084405423,0.000813556419066057,0.00102526742518107,5.6294283689904e-05,2.05374310156134e-05,2
"P52756",13,13,"RBM5_HUMAN RNA-binding protein 5",-0.0438162906975883,0.0442402218759408,0.0162945843636952,-0.0650333943076123,-0.0214452606729839,-0.0334873859656246,0.189608696064221,0.180509068018919,0.155838597405098,0.0774711607538913,0.0586810591165236,0.0909788966693333,-0.0232814249283605,-0.0326498290120799,-0.0982998710389907,-0.0869599109228519,-0.161027587317052,-0.16868978659354,-0.0455615188294228,0.16974594864873,0.0701375336659002,-0.0569832135071596,-0.144465266791831,0.288284757754224,0.000206912255997814,0.0392128762335998,0.0440056169097307,0.000154530725421853,4
"P52758",6,5,"RIDA_HUMAN 2-iminobutanoate/2-iminopropanoate deaminase",-0.288011990735134,-0.336259488685943,-0.213854386798393,-0.219706124499317,-0.232276620095696,-0.322966247948896,-0.0832831906907962,-0.0551086951779054,-0.0078732490033587,0.146809841129428,0.0822128663565766,0.0743917311498737,0.116802844507181,0.10303825863221,0.188338034522383,0.253466254533622,0.239969362277435,0.320821746238768,0.0210589578918536,0.23062024378247,0.380513434951783,0.415435001293748,0.550794409756432,0.204010519719915,0.000126846747737152,4.5047980318945e-07,6.91539364395934e-08,1.36699731162494e-09,2
"P52788",21,14,"SPSY_HUMAN Spermine synthase",0.170307043866536,0.225295166461226,0.257484116836176,0.0626550724682568,-0.0316780308703477,-0.128772493166688,0.152029729100386,0.193151108534168,0.329735413638322,0.139766111832904,0.174938543232481,0.0639123451181801,-0.131928132074602,-0.19818233165172,-0.201638946422521,-0.230225119520826,-0.404958682707426,-0.374859244710088,-0.250293926244239,0.00727664136964601,-0.0914897756601243,-0.394945245770927,-0.554376458034093,0.00328334824512285,0.132824085275794,0.11456635371008,6.25271140821631e-06,8.52347994160888e-08,4
"P52789",24,20,"HXK2_HUMAN Hexokinase-2",-0.225836760026246,-0.221772751613297,-0.228848562820146,-0.00653580642941805,-0.141442750321651,-0.041520972078243,-0.0490500480795802,-0.0237674498014238,-0.144515680328467,-0.0395139085718746,-0.130294645300892,-0.0672329535364709,0.0933917293263774,0.178272652899137,0.14886774053807,0.324684292125373,0.333865501692027,0.319497638573782,0.162319515210126,0.153041632083406,0.146472189016817,0.365663399074424,0.551501835616957,0.00436696537091337,0.00281949920260888,0.00257935683023621,2.13777343094498e-07,9.98372043806364e-10,1
"P52799",3,2,"EFNB2_HUMAN Ephrin-B2",0.454077236171864,0.229998213089312,0.575297411852578,0.271184916925403,0.224464083698121,0.483196953827887,-0.0296673358087036,-0.0524717622953036,0.01459660937291,-0.147642661529797,-0.0015255647176874,0.0209417457995004,-0.318344420783157,-0.271900952283599,-0.17969178448308,-0.137765712018353,-0.467485168548786,-0.331532458913123,-0.0935089688874476,-0.44230511661495,-0.462533113853913,-0.676436672887863,-0.732052066864672,0.385858745570976,0.000610204895353326,0.000275724881624029,3.10166200893388e-06,7.50036277960728e-07,3
"P52815",6,6,"RM12_HUMAN 39S ribosomal protein L12, mitochondrial",-0.163034792482045,-0.166952100894052,-0.0835313581445089,-0.198671953644408,-0.20259138896475,-0.185430469653271,0.0316198440555032,-0.023029771533432,0.0941475348166266,0.0754347212964904,0.108643717156384,0.0663175871471594,0.0682631633794783,0.0888048107154797,0.152029294915483,0.133454634020697,0.129101923025583,0.163034980581612,-0.057725186913941,0.172085286286435,0.221304759040213,0.240871840177016,0.279703263049499,0.10082484684206,0.000340932014620894,2.05397917938198e-05,3.72071756261077e-06,4.16407030375609e-07,2
"P52848",3,3,"NDST1_HUMAN Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1",0.162654617787486,0.183108299207974,NA,0.132628358261651,0.215515148170795,NA,-0.301168619231798,-0.259212477445139,NA,-0.116638095075134,NA,NA,0.0104499235452854,NA,NA,-0.0297425448956488,NA,NA,0.001190294718493,-0.453072006836198,-0.289519553572864,-0.162431534952445,-0.202624003393379,0.408498694535366,0.000247988264105691,0.0024841299922925,0.0125148925848694,0.0036787785618298,5
